a b c
586.3 0.54 0.8059366361768029
586.3 0.58 0.7954714358766262
586.3 0.62 0.7853338756400783
586.3 0.66 0.7754750702351911
586.3 0.7 0.765823833740404
586.3 0.74 0.7565113937905344
586.3 0.78 0.7476678535415507
586.3 0.82 0.7390994907524858
586.3 0.86 0.7307728737177773
586.3 0.9 0.7228933943036578
586.3 0.94 0.7152464180907155
 
644.9 0.02 0.019607843137254898
644.9 0.06 0.1337958538006808
644.9 0.1 0.46150874714569795
644.9 0.14 0.7624119008698997
644.9 0.18 0.8589546273443741
644.9 0.22 0.8881090913492483
644.9 0.26 0.8957226367547036
644.9 0.3 0.8939941226654461
644.9 0.34 0.8876656186772536
644.9 0.38 0.8789671393822142
644.9 0.42 0.8690513054642449
644.9 0.46 0.858504324322097
644.9 0.5 0.8476229907312636
644.9 0.54 0.8367024792479186
644.9 0.58 0.8260734169263649
644.9 0.62 0.8156974601730346
644.9 0.66 0.805425537628923
644.9 0.7 0.7955920916368981
644.9 0.74 0.7860749885700962
644.9 0.78 0.7767886253345988
644.9 0.82 0.7679687498055717
644.9 0.86 0.7593182093749374
644.9 0.9 0.751121959427961
644.9 0.94 0.7430937555374444
 
703.5 0.02 0.019607843137254898
703.5 0.06 0.14568262749615865
703.5 0.1 0.5076793399412708
703.5 0.14 0.802074010586768
703.5 0.18 0.8883349079585655
703.5 0.22 0.9149169082691664
703.5 0.26 0.9218321831467642
703.5 0.3 0.9200637596912076
703.5 0.34 0.9138822006966145
703.5 0.38 0.9052976189198503
703.5 0.42 0.8954878282043345
703.5 0.46 0.8851868939190113
703.5 0.5 0.8745429639541554
703.5 0.54 0.8636884588850317
703.5 0.58 0.8531233063798432
703.5 0.62 0.842599817173438
703.5 0.66 0.8323728756392184
703.5 0.7 0.8223966986692337
703.5 0.74 0.8127293539287056
703.5 0.78 0.8033200051393382
703.5 0.82 0.794297338612888
703.5 0.86 0.7854640535538737
703.5 0.9 0.7770319724775353
703.5 0.94 0.7688475009486014
 
762.1 0.02 0.019607843137254898
762.1 0.06 0.157526437957017
762.1 0.1 0.550823108615562
762.1 0.14 0.8333536380687829
762.1 0.18 0.9106547655249093
762.1 0.22 0.9351545643108062
762.1 0.26 0.9417758718411268
762.1 0.3 0.9403379367864968
762.1 0.34 0.9348252083452684
762.1 0.38 0.9271090123201515
762.1 0.42 0.9179031156917052
762.1 0.46 0.90790273776357
762.1 0.5 0.8977251771379641
762.1 0.54 0.8871821538639347
762.1 0.58 0.8768516088527518
762.1 0.62 0.8664481213240487
762.1 0.66 0.8563780112804193
762.1 0.7 0.8464318423520685
762.1 0.74 0.8367360755212226
762.1 0.78 0.8273825322757561
762.1 0.82 0.8182364718679762
